Total_Income,Total_Food_Expenditure,Restaurant_and_hotels_Expenditure,Alcoholic_Beverages_and_Tobacco_Expenditure,Clothing_Footwear_and_Other_Wear_Expenditure,House_Rent__Water_and_Electricity_Expenditure,Medical_Care_Expenditure,Transportation_Expenditure,Communication_Expenditure,Education_Expenditure,Miscellaneous_Goods_and_Services_Expenditure,Total_Expenses,Savings
506710.0,281618.0,37800.0,2172.0,8765.0,36780.0,178.0,26436.0,2460.0,37570.0,13428.0,447207.0,59503.0
414070.0,171442.0,41060.0,0.0,3435.0,65808.0,14435.0,13500.0,4320.0,17300.0,13296.0,344596.0,69474.0
157031.0,139056.0,10410.0,7720.0,1620.0,32160.0,104.0,1920.0,2760.0,0.0,3726.0,199476.0,-42445.0
238705.0,177107.0,18170.0,3620.0,5424.0,55200.0,54.0,45282.0,11400.0,3580.0,14508.0,334345.0,-95640.0
107175.0,121442.0,15860.0,0.0,690.0,12420.0,100.0,1200.0,912.0,0.0,2040.0,154664.0,-47489.0
133304.0,101885.0,3795.0,0.0,660.0,21180.0,1810.0,0.0,0.0,380.0,1518.0,131228.0,2076.0
254030.0,249744.0,36284.0,6290.0,1330.0,28200.0,1770.0,15696.0,2400.0,4650.0,4536.0,350900.0,-96870.0
284240.0,384243.0,47506.0,0.0,37050.0,156000.0,12712.0,32496.0,19482.0,50200.0,22278.0,761967.0,-477727.0
56072.0,67308.0,8580.0,14745.0,440.0,8220.0,56.0,480.0,0.0,0.0,1554.0,101383.0,-45311.0
310981.0,251819.0,49920.0,0.0,6320.0,37998.0,229.0,16716.0,3456.0,0.0,12126.0,378584.0,-67603.0
111120.0,124333.0,11700.0,14490.0,1170.0,15660.0,764.0,720.0,0.0,0.0,1452.0,170289.0,-59169.0
139940.0,228174.0,21960.0,16105.0,1970.0,36060.0,43.0,14100.0,3096.0,1390.0,5064.0,327962.0,-188022.0
140720.0,141759.0,8622.0,10110.0,1725.0,52458.0,50.0,12240.0,2316.0,530.0,3960.0,233770.0,-93050.0
210010.0,138688.0,50800.0,0.0,2190.0,80160.0,1995.0,3696.0,480.0,0.0,5718.0,283727.0,-73717.0
420625.0,243418.0,80790.0,0.0,17023.0,150870.0,4971.0,66042.0,18114.0,15250.0,37170.0,633648.0,-213023.0
136765.0,100280.0,22462.0,12120.0,1540.0,57600.0,4445.0,1098.0,720.0,0.0,4512.0,204777.0,-68012.0
1475300.0,228909.0,35560.0,0.0,13200.0,170430.0,10003.0,14448.0,4080.0,1520.0,29940.0,508090.0,967210.0
2323700.0,305899.0,46300.0,0.0,53740.0,325680.0,43170.0,124308.0,26994.0,37400.0,37098.0,1000589.0,1323111.0
349875.0,184315.0,32800.0,11940.0,13145.0,73380.0,38564.0,9780.0,1740.0,500.0,13878.0,380042.0,-30167.0
465956.0,218116.0,28310.0,17008.0,8200.0,40920.0,3536.0,7998.0,2520.0,900.0,12408.0,339916.0,126040.0
115970.0,156138.0,20668.0,4344.0,4065.0,32940.0,6037.0,13122.0,480.0,2105.0,12384.0,252283.0,-136313.0
97260.0,109312.0,17070.0,468.0,1460.0,18960.0,24475.0,5280.0,720.0,0.0,8958.0,186703.0,-89443.0
44042.0,49209.0,14360.0,0.0,620.0,8838.0,160.0,60.0,60.0,0.0,2220.0,75527.0,-31485.0
91455.0,58416.0,15550.0,4706.0,350.0,16686.0,145.0,156.0,0.0,0.0,2514.0,98523.0,-7068.0
512302.0,202311.0,78220.0,0.0,19900.0,55380.0,30845.0,85248.0,8700.0,54430.0,48564.0,583598.0,-71296.0
395520.0,207167.0,67360.0,15016.0,7695.0,41580.0,1057.0,14388.0,1440.0,5820.0,19596.0,381119.0,14401.0
259940.0,209771.0,54110.0,0.0,6190.0,62100.0,1660.0,4002.0,1920.0,195.0,8814.0,348762.0,-88822.0
253445.0,174772.0,63010.0,0.0,4525.0,18120.0,1025.0,16098.0,960.0,3050.0,7344.0,288904.0,-35459.0
775280.0,165512.0,28750.0,0.0,23155.0,188472.0,63450.0,20160.0,7200.0,1400.0,18840.0,516939.0,258341.0
331108.0,73921.0,1560.0,13575.0,1000.0,43350.0,1905.0,24402.0,0.0,0.0,3006.0,162719.0,168389.0
623150.0,252488.0,120624.0,240.0,25690.0,84600.0,53340.0,10326.0,4680.0,1500.0,32346.0,585834.0,37316.0
144212.0,106704.0,21384.0,720.0,2690.0,30330.0,225.0,2862.0,498.0,1150.0,6462.0,173025.0,-28813.0
179572.0,231432.0,40634.0,4580.0,1020.0,70200.0,480.0,18720.0,960.0,1750.0,9126.0,378902.0,-199330.0
202010.0,130239.0,21662.0,17010.0,2150.0,60570.0,1068.0,12030.0,1638.0,2825.0,9270.0,258462.0,-56452.0
88143.0,59853.0,8460.0,0.0,1550.0,76440.0,248.0,2082.0,522.0,920.0,3828.0,153903.0,-65760.0
198420.0,133331.0,10340.0,990.0,3500.0,44682.0,15689.0,3480.0,3444.0,920.0,8370.0,224746.0,-26326.0
109522.0,137277.0,30590.0,120.0,1970.0,30240.0,1118.0,5052.0,840.0,2220.0,13188.0,222615.0,-113093.0
323580.0,146032.0,13690.0,700.0,4700.0,210060.0,3175.0,10542.0,4320.0,0.0,33102.0,426321.0,-102741.0
109760.0,93921.0,9890.0,5570.0,1970.0,36450.0,1375.0,5544.0,720.0,1830.0,5034.0,162304.0,-52544.0
112293.0,144798.0,2200.0,10860.0,2195.0,66240.0,21460.0,618.0,696.0,300.0,6594.0,255961.0,-143668.0
570504.0,165465.0,6900.0,0.0,4545.0,90210.0,67484.0,13698.0,1344.0,0.0,10524.0,360170.0,210334.0
865141.0,184024.0,13080.0,15385.0,4745.0,81060.0,16347.0,14094.0,1536.0,590.0,11562.0,342423.0,522718.0
157468.0,118623.0,34552.0,0.0,5118.0,44802.0,5007.0,15510.0,1800.0,0.0,10302.0,235714.0,-78246.0
152733.0,137142.0,9560.0,0.0,3275.0,25896.0,456.0,4764.0,888.0,1035.0,9696.0,192712.0,-39979.0
172541.0,114583.0,35110.0,0.0,6370.0,49518.0,17563.0,17934.0,2040.0,19800.0,10938.0,273856.0,-101315.0
139686.0,87469.0,2080.0,14480.0,2175.0,43518.0,322.0,6000.0,588.0,0.0,6150.0,162782.0,-23096.0
363015.0,145553.0,14150.0,14900.0,9210.0,120120.0,10834.0,9906.0,6600.0,720.0,39444.0,371437.0,-8422.0
60439.0,83592.0,4220.0,0.0,2040.0,27558.0,1712.0,2022.0,0.0,450.0,3564.0,125158.0,-64719.0
263496.0,209277.0,24858.0,0.0,5100.0,48570.0,317.0,23856.0,2592.0,7150.0,13836.0,335556.0,-72060.0
121528.0,82464.0,2990.0,13012.0,1170.0,17712.0,410.0,3816.0,408.0,0.0,4566.0,126548.0,-5020.0
173070.0,160740.0,17468.0,9050.0,3145.0,29790.0,1029.0,10260.0,1080.0,20293.0,7260.0,260115.0,-87045.0
395888.0,150258.0,42280.0,0.0,9185.0,83580.0,106543.0,19878.0,864.0,15780.0,8286.0,436654.0,-40766.0
727684.0,175533.0,19600.0,0.0,8684.0,173580.0,179.0,17208.0,7200.0,46370.0,9270.0,457624.0,270060.0
64985.0,57488.0,28780.0,0.0,1915.0,13062.0,108.0,360.0,528.0,955.0,4530.0,107726.0,-42741.0
133860.0,89450.0,1560.0,6845.0,1990.0,30390.0,5673.0,5742.0,1902.0,0.0,3996.0,147548.0,-13688.0
186160.0,141080.0,1560.0,12183.0,2385.0,67860.0,8612.0,360.0,408.0,400.0,7254.0,242102.0,-55942.0
186842.0,236338.0,36170.0,12275.0,8400.0,98400.0,2399.0,18258.0,4080.0,840.0,15984.0,433144.0,-246302.0
499529.0,372727.0,23920.0,20970.0,8715.0,29940.0,5055.0,21522.0,6450.0,0.0,16944.0,506243.0,-6714.0
220130.0,238892.0,13430.0,9070.0,5960.0,31740.0,436.0,13704.0,2544.0,1400.0,7506.0,324682.0,-104552.0
241222.0,208738.0,20380.0,8005.0,7380.0,26400.0,777.0,11304.0,2232.0,1110.0,8124.0,294450.0,-53228.0
405706.0,230799.0,26680.0,7705.0,6600.0,46458.0,99645.0,7464.0,9624.0,0.0,10878.0,445853.0,-40147.0
316100.0,274701.0,15470.0,0.0,11650.0,105618.0,23930.0,8928.0,7608.0,0.0,14400.0,462305.0,-146205.0
352648.0,295279.0,31200.0,6800.0,6880.0,37818.0,1956.0,22416.0,9768.0,0.0,10266.0,422383.0,-69735.0
327321.0,259635.0,9030.0,6535.0,2500.0,37962.0,1010.0,8838.0,1884.0,1080.0,9006.0,337480.0,-10159.0
230253.0,289118.0,16610.0,4140.0,7670.0,26520.0,1460.0,15276.0,5040.0,0.0,9912.0,375746.0,-145493.0
167593.0,225452.0,26630.0,7705.0,4490.0,81120.0,215.0,10320.0,4800.0,2485.0,7530.0,370747.0,-203154.0
296768.0,229900.0,7540.0,6465.0,2340.0,34020.0,269.0,8736.0,624.0,0.0,7446.0,297340.0,-572.0
100553.0,133892.0,7280.0,3345.0,1400.0,36300.0,109.0,3264.0,720.0,0.0,3084.0,189394.0,-88841.0
386396.0,196353.0,16920.0,10026.0,4020.0,53418.0,2618.0,25968.0,5280.0,1050.0,14352.0,330005.0,56391.0
328776.0,211140.0,18340.0,2907.0,8075.0,84138.0,475.0,8592.0,3192.0,1870.0,8922.0,347651.0,-18875.0
405848.0,409555.0,18780.0,6060.0,5000.0,54018.0,760.0,13440.0,3888.0,800.0,15966.0,528267.0,-122419.0
616359.0,228584.0,35100.0,17779.0,16520.0,73218.0,1572.0,29976.0,11088.0,0.0,8274.0,422111.0,194248.0
186868.0,179235.0,15950.0,9070.0,2200.0,38400.0,590.0,9264.0,960.0,1480.0,6690.0,263839.0,-76971.0
904214.0,198789.0,5460.0,6476.0,12300.0,118458.0,4336.0,8460.0,5964.0,0.0,9378.0,369621.0,534593.0
231377.0,130984.0,9990.0,6876.0,1750.0,25638.0,901.0,12426.0,2400.0,440.0,6804.0,198209.0,33168.0
140832.0,71988.0,3980.0,9645.0,500.0,42360.0,141.0,816.0,0.0,0.0,2202.0,131632.0,9200.0
236318.0,206988.0,34560.0,720.0,4570.0,99060.0,1058.0,7356.0,3954.0,2310.0,9126.0,369702.0,-133384.0
102318.0,141917.0,8450.0,240.0,2000.0,22302.0,394.0,3162.0,1296.0,670.0,5298.0,185729.0,-83411.0
138317.0,131781.0,17760.0,378.0,3060.0,82626.0,853.0,5280.0,2340.0,2250.0,10122.0,256450.0,-118133.0
421696.0,180139.0,24900.0,450.0,2150.0,80502.0,935.0,10002.0,2832.0,1540.0,8724.0,312174.0,109522.0
82935.0,113461.0,8720.0,5430.0,1180.0,19632.0,395.0,4980.0,1176.0,660.0,5778.0,161412.0,-78477.0
182523.0,91939.0,4680.0,6138.0,10075.0,57960.0,676.0,4800.0,5976.0,0.0,2202.0,184446.0,-1923.0
130195.0,167235.0,27520.0,5885.0,1250.0,16698.0,160.0,7560.0,864.0,1500.0,5424.0,234096.0,-103901.0
316340.0,141300.0,12410.0,1820.0,3200.0,62220.0,1529.0,20298.0,5736.0,0.0,5352.0,253865.0,62475.0
338330.0,222593.0,36460.0,1040.0,1980.0,38784.0,1434.0,15678.0,3768.0,13000.0,6270.0,341007.0,-2677.0
305712.0,90435.0,12040.0,820.0,3655.0,86100.0,239.0,600.0,8400.0,0.0,18150.0,220439.0,85273.0
170520.0,142653.0,6665.0,480.0,3280.0,77280.0,180.0,2892.0,2844.0,1350.0,5784.0,243408.0,-72888.0
44675.0,30996.0,12040.0,0.0,460.0,21468.0,750.0,0.0,0.0,0.0,1638.0,67352.0,-22677.0
78530.0,85301.0,1040.0,80.0,680.0,25008.0,1970.0,720.0,2376.0,0.0,3852.0,121027.0,-42497.0
73570.0,97762.0,6342.0,0.0,940.0,12948.0,4395.0,960.0,120.0,280.0,2856.0,126603.0,-53033.0
133040.0,125626.0,14240.0,3620.0,1310.0,38856.0,200.0,7500.0,5664.0,15600.0,5628.0,218244.0,-85204.0
780810.0,211262.0,28192.0,1160.0,10320.0,76098.0,2320.0,27738.0,9360.0,7000.0,16284.0,389734.0,391076.0
443604.0,111022.0,5620.0,0.0,3040.0,79794.0,11610.0,13560.0,10800.0,0.0,9750.0,245196.0,198408.0
339640.0,163987.0,6973.0,12238.0,7820.0,156180.0,210.0,15114.0,15840.0,50530.0,13974.0,442866.0,-103226.0
129934.0,135057.0,4733.0,14175.0,3640.0,35682.0,215.0,0.0,1308.0,300.0,9546.0,204656.0,-74722.0
149395.0,137911.0,6240.0,8270.0,2127.0,18660.0,550.0,9408.0,1188.0,0.0,11580.0,195934.0,-46539.0
105892.0,95240.0,11097.0,0.0,3190.0,42780.0,310.0,1098.0,4080.0,1360.0,8826.0,167981.0,-62089.0
220110.0,259094.0,17130.0,0.0,3550.0,45330.0,427.0,15456.0,3600.0,7200.0,10878.0,362665.0,-142555.0
177965.0,225990.0,19527.0,6330.0,4120.0,29790.0,165.0,2712.0,1800.0,200.0,10812.0,301446.0,-123481.0
141402.0,82584.0,5180.0,1810.0,2930.0,46500.0,1772.0,10350.0,1200.0,0.0,14082.0,166408.0,-25006.0
159254.0,189342.0,16869.0,2990.0,3440.0,50058.0,240.0,15978.0,2940.0,10940.0,14130.0,306927.0,-147673.0
158000.0,77400.0,0.0,0.0,1530.0,123720.0,1800.0,0.0,7800.0,0.0,3342.0,215592.0,-57592.0
230542.0,153345.0,7533.0,9060.0,5040.0,69348.0,599.0,34824.0,2520.0,17020.0,10782.0,310071.0,-79529.0
888882.0,261583.0,39333.0,15488.0,25720.0,115200.0,11050.0,53772.0,6000.0,0.0,67962.0,596108.0,292774.0
576681.0,187940.0,28809.0,8580.0,4735.0,56580.0,55300.0,9000.0,2628.0,3000.0,6954.0,363526.0,213155.0
119013.0,114127.0,11801.0,13032.0,2815.0,85146.0,240.0,6690.0,864.0,130.0,5550.0,240395.0,-121382.0
245485.0,85683.0,4707.0,5804.0,1920.0,102030.0,1076.0,1080.0,1080.0,450.0,4572.0,208402.0,37083.0
193906.0,144397.0,22094.0,1020.0,2810.0,55500.0,4456.0,12720.0,660.0,1380.0,5388.0,250425.0,-56519.0
128959.0,73225.0,9120.0,0.0,3030.0,52026.0,6214.0,4158.0,300.0,0.0,8076.0,156149.0,-27190.0
256596.0,72030.0,18300.0,0.0,1000.0,58200.0,45420.0,3480.0,312.0,0.0,1986.0,200728.0,55868.0
105239.0,153433.0,14140.0,910.0,4335.0,48312.0,5919.0,9390.0,336.0,750.0,7356.0,244881.0,-139642.0
68433.0,92753.0,360.0,6994.0,1620.0,35658.0,180.0,600.0,1008.0,0.0,3648.0,142821.0,-74388.0
187675.0,71449.0,120.0,6702.0,1650.0,31002.0,160.0,2880.0,1080.0,0.0,4032.0,119075.0,68600.0
134401.0,146092.0,35468.0,4880.0,1535.0,30708.0,155.0,7878.0,1470.0,4770.0,6606.0,239562.0,-105161.0
175735.0,154524.0,38696.0,8956.0,11850.0,90498.0,1110.0,10620.0,3840.0,2950.0,15120.0,338164.0,-162429.0
224842.0,121902.0,13512.0,4795.0,5465.0,32790.0,1630.0,3120.0,720.0,1700.0,5388.0,191022.0,33820.0
97907.0,101837.0,9600.0,7665.0,2220.0,32880.0,865.0,1680.0,396.0,560.0,4980.0,162683.0,-64776.0
122395.0,132515.0,9860.0,6282.0,2670.0,27036.0,4640.0,22200.0,240.0,2370.0,8172.0,215985.0,-93590.0
169920.0,163213.0,5520.0,23415.0,2780.0,40248.0,890.0,8802.0,2970.0,1140.0,12186.0,261164.0,-91244.0
208897.0,110493.0,10260.0,0.0,1875.0,45678.0,600.0,4800.0,1344.0,0.0,8538.0,183588.0,25309.0
71240.0,81943.0,300.0,135.0,1035.0,26670.0,18.0,1200.0,720.0,0.0,3660.0,115681.0,-44441.0
288928.0,200343.0,28060.0,7240.0,7864.0,66612.0,4215.0,5796.0,7560.0,13380.0,9900.0,350970.0,-62042.0
253295.0,168206.0,39172.0,16290.0,1040.0,85518.0,7564.0,11802.0,1050.0,0.0,15348.0,345990.0,-92695.0
180432.0,115107.0,3300.0,0.0,1440.0,132324.0,513.0,3954.0,2280.0,420.0,16488.0,275826.0,-95394.0
391320.0,146039.0,8780.0,8838.0,2100.0,64662.0,4881.0,4230.0,2520.0,0.0,8052.0,250102.0,141218.0
261854.0,169578.0,20146.0,270.0,3085.0,69600.0,8655.0,6288.0,2928.0,12700.0,17526.0,310776.0,-48922.0
391585.0,63144.0,0.0,0.0,1550.0,99462.0,41540.0,3294.0,0.0,0.0,5184.0,214174.0,177411.0
215582.0,106022.0,4373.0,30.0,1055.0,18372.0,147.0,6480.0,432.0,0.0,4980.0,141891.0,73691.0
122468.0,126473.0,30568.0,13988.0,3580.0,25416.0,4345.0,6372.0,5544.0,13170.0,10476.0,239932.0,-117464.0
158589.0,141960.0,17420.0,5540.0,2150.0,21696.0,48.0,12024.0,1536.0,450.0,7938.0,210762.0,-52173.0
655145.0,236349.0,44066.0,1810.0,5115.0,83322.0,21265.0,18822.0,1440.0,6050.0,11832.0,430071.0,225074.0
172646.0,100835.0,6500.0,2952.0,3560.0,38586.0,224.0,8100.0,1440.0,0.0,5400.0,167597.0,5049.0
348108.0,122638.0,14273.0,0.0,3200.0,40878.0,3700.0,2352.0,1488.0,0.0,17238.0,205767.0,142341.0
356126.0,185391.0,27332.0,0.0,1148.0,100614.0,13248.0,8304.0,1680.0,6500.0,8490.0,352707.0,3419.0
254130.0,139882.0,16140.0,5605.0,2815.0,30264.0,332.0,3918.0,3720.0,6923.0,8166.0,217765.0,36365.0
121287.0,115391.0,13670.0,1290.0,2971.0,41442.0,403.0,5256.0,540.0,1000.0,4728.0,186691.0,-65404.0
290085.0,149764.0,19066.0,1847.0,15853.0,173226.0,13513.0,35118.0,6894.0,1540.0,13224.0,430045.0,-139960.0
344300.0,156250.0,32400.0,1040.0,1120.0,47676.0,103.0,8538.0,780.0,7050.0,8034.0,262991.0,81309.0
336817.0,268073.0,79584.0,1080.0,5280.0,63588.0,3328.0,7962.0,924.0,1440.0,9066.0,440325.0,-103508.0
211195.0,176032.0,18013.0,2640.0,5325.0,34560.0,13300.0,11586.0,1380.0,200.0,7920.0,270956.0,-59761.0
20718.0,26710.0,0.0,0.0,350.0,13770.0,25.0,648.0,120.0,0.0,1494.0,43117.0,-22399.0
133010.0,139686.0,16832.0,13032.0,4300.0,41100.0,3630.0,6984.0,1920.0,1770.0,5718.0,234972.0,-101962.0
321500.0,193247.0,51332.0,13114.0,15150.0,94980.0,140.0,33054.0,5280.0,79080.0,22506.0,507883.0,-186383.0
262560.0,190819.0,24228.0,5670.0,10020.0,64380.0,70.0,21960.0,4680.0,710.0,16626.0,339163.0,-76603.0
130375.0,99933.0,7930.0,22490.0,1500.0,25962.0,0.0,2208.0,708.0,0.0,3954.0,164685.0,-34310.0
100365.0,66407.0,600.0,3620.0,100.0,42660.0,0.0,180.0,888.0,0.0,3540.0,117995.0,-17630.0
211410.0,100747.0,13280.0,1310.0,7650.0,69240.0,1270.0,11982.0,3240.0,5360.0,10512.0,224591.0,-13181.0
119140.0,107197.0,8892.0,10978.0,2265.0,20298.0,25.0,3462.0,372.0,190.0,4470.0,158149.0,-39009.0
608510.0,231386.0,45032.0,14560.0,20075.0,52356.0,29400.0,15900.0,5472.0,800.0,21888.0,436869.0,171641.0
334160.0,115071.0,23060.0,0.0,5050.0,51612.0,12628.0,13632.0,3600.0,0.0,19470.0,244123.0,90037.0
375770.0,144462.0,21000.0,16327.0,7150.0,71220.0,160.0,14196.0,2520.0,0.0,7206.0,284241.0,91529.0
344035.0,155625.0,6840.0,18986.0,4980.0,54600.0,9800.0,7164.0,2592.0,0.0,15000.0,275587.0,68448.0
393500.0,223456.0,40460.0,1170.0,11260.0,69780.0,25450.0,23766.0,4320.0,14550.0,40986.0,455198.0,-61698.0
66255.0,86812.0,6072.0,0.0,1530.0,34500.0,80.0,720.0,180.0,40.0,3900.0,133834.0,-67579.0
52190.0,77028.0,8973.0,0.0,1725.0,14190.0,479.0,0.0,504.0,650.0,6660.0,110209.0,-58019.0
148877.0,155787.0,27187.0,82.0,2665.0,24288.0,310.0,6336.0,1512.0,880.0,9612.0,228659.0,-79782.0
247990.0,90849.0,150.0,4650.0,1160.0,29796.0,405.0,4998.0,576.0,0.0,8562.0,141146.0,106844.0
73131.0,147212.0,8747.0,3790.0,2630.0,35112.0,174.0,960.0,420.0,270.0,7182.0,206497.0,-133366.0
197643.0,105290.0,360.0,0.0,1890.0,42276.0,23660.0,3000.0,2400.0,2350.0,10152.0,191378.0,6265.0
546510.0,289247.0,13200.0,4082.0,9743.0,92400.0,344.0,7500.0,9600.0,0.0,56076.0,482192.0,64318.0
121938.0,86710.0,9460.0,1258.0,2565.0,17820.0,1210.0,2760.0,660.0,900.0,6888.0,130231.0,-8293.0
224994.0,62950.0,6360.0,0.0,3100.0,54114.0,47716.0,3540.0,720.0,0.0,6372.0,184872.0,40122.0
638835.0,220313.0,5720.0,1080.0,12300.0,93900.0,19232.0,15360.0,7680.0,0.0,19272.0,394857.0,243978.0
170964.0,126499.0,54560.0,9050.0,1220.0,27690.0,859.0,3642.0,1800.0,600.0,6282.0,232202.0,-61238.0
273266.0,97610.0,43813.0,11765.0,2360.0,25878.0,252.0,5274.0,1800.0,4100.0,5670.0,198522.0,74744.0
164502.0,62815.0,520.0,720.0,1470.0,26520.0,1000.0,1950.0,960.0,0.0,6624.0,102579.0,61923.0
734504.0,216160.0,18093.0,11384.0,6715.0,81864.0,751.0,15480.0,3180.0,3330.0,19140.0,376097.0,358407.0
222300.0,168416.0,46520.0,100.0,5280.0,35838.0,288.0,38604.0,2520.0,7560.0,14844.0,319970.0,-97670.0
222655.0,151144.0,2760.0,8800.0,8560.0,65772.0,1450.0,7140.0,2160.0,0.0,17538.0,265324.0,-42669.0
932534.0,202589.0,52650.0,12790.0,17100.0,59526.0,4648.0,18546.0,6000.0,12425.0,12768.0,399042.0,533492.0
118090.0,57228.0,780.0,11610.0,1020.0,30660.0,590.0,660.0,144.0,0.0,5568.0,108260.0,9830.0
271055.0,112374.0,7700.0,11042.0,4350.0,72912.0,507.0,8700.0,1380.0,3400.0,8538.0,230903.0,40152.0
276047.0,174160.0,25407.0,0.0,6240.0,60006.0,309.0,7380.0,2160.0,4170.0,14718.0,294550.0,-18503.0
158239.0,90479.0,32900.0,0.0,1685.0,4098.0,0.0,10560.0,180.0,720.0,3084.0,143706.0,14533.0
226001.0,124693.0,21300.0,900.0,2980.0,20382.0,13588.0,4878.0,2040.0,240.0,4140.0,195141.0,30860.0
219140.0,86998.0,5455.0,420.0,3740.0,13848.0,345.0,1920.0,210.0,0.0,2412.0,115348.0,103792.0
59825.0,23807.0,2320.0,0.0,395.0,3600.0,0.0,300.0,0.0,0.0,1026.0,31448.0,28377.0
291741.0,194649.0,20250.0,840.0,1875.0,32100.0,180.0,3000.0,1140.0,350.0,3120.0,257504.0,34237.0
208515.0,137860.0,27075.0,0.0,3815.0,18174.0,160.0,7362.0,2220.0,17240.0,5790.0,219696.0,-11181.0
136961.0,36134.0,2100.0,300.0,3030.0,15060.0,60.0,876.0,840.0,0.0,1152.0,59552.0,77409.0
151105.0,65085.0,4250.0,0.0,5408.0,6600.0,635.0,798.0,420.0,0.0,3318.0,86514.0,64591.0
366152.0,199469.0,23950.0,0.0,1820.0,13368.0,120.0,438.0,528.0,490.0,1986.0,242169.0,123983.0
223733.0,209395.0,21580.0,0.0,1635.0,16080.0,600.0,1050.0,300.0,1780.0,2100.0,254520.0,-30787.0
159063.0,88200.0,15415.0,673.0,2395.0,15966.0,210.0,558.0,960.0,610.0,3672.0,128659.0,30404.0
271465.0,120054.0,11525.0,0.0,1160.0,17466.0,515.0,2202.0,360.0,2700.0,3324.0,159306.0,112159.0
302228.0,146756.0,16785.0,0.0,2020.0,23682.0,20958.0,6132.0,1350.0,0.0,3270.0,220953.0,81275.0
301343.0,107725.0,5285.0,50.0,6506.0,69120.0,1770.0,4800.0,4800.0,0.0,4866.0,204922.0,96421.0
422867.0,100996.0,8895.0,1200.0,5830.0,24138.0,119.0,1500.0,1920.0,0.0,3516.0,148114.0,274753.0
165259.0,100417.0,13090.0,250.0,1215.0,14640.0,1590.0,1350.0,420.0,730.0,1548.0,135250.0,30009.0
449850.0,157466.0,20025.0,300.0,2985.0,11430.0,844.0,4680.0,1320.0,150.0,2646.0,201846.0,248004.0
95823.0,94787.0,13425.0,0.0,1130.0,15798.0,213.0,600.0,0.0,0.0,1152.0,127105.0,-31282.0
152205.0,39691.0,5000.0,270.0,915.0,4200.0,0.0,402.0,0.0,0.0,1116.0,51594.0,100611.0
719102.0,154571.0,17710.0,494.0,10526.0,62478.0,8264.0,23328.0,6540.0,11250.0,23634.0,318795.0,400307.0
330178.0,176750.0,3540.0,7481.0,6200.0,52170.0,14168.0,3054.0,2136.0,0.0,4866.0,270365.0,59813.0
125506.0,150431.0,12390.0,1745.0,1460.0,26226.0,670.0,4374.0,1320.0,2725.0,4548.0,205889.0,-80383.0
197799.0,123581.0,4690.0,2784.0,6110.0,52122.0,2065.0,10068.0,3120.0,0.0,11022.0,215562.0,-17763.0
621259.0,161453.0,16040.0,0.0,14937.0,120144.0,1672.0,27450.0,3420.0,5800.0,60666.0,411582.0,209677.0
184466.0,168906.0,13000.0,1214.0,2735.0,15180.0,1200.0,2784.0,480.0,2860.0,8580.0,216939.0,-32473.0
243722.0,133669.0,10500.0,1014.0,10914.0,70230.0,2020.0,10800.0,8880.0,1720.0,4152.0,253899.0,-10177.0
190318.0,114313.0,4900.0,1982.0,2952.0,29448.0,1935.0,288.0,600.0,0.0,2190.0,158608.0,31710.0
176919.0,119132.0,4576.0,948.0,2000.0,22902.0,780.0,7494.0,588.0,4210.0,5208.0,167838.0,9081.0
143752.0,120369.0,10210.0,1455.0,1810.0,32700.0,80.0,3048.0,1320.0,3780.0,3942.0,178714.0,-34962.0
396090.0,99505.0,660.0,0.0,2499.0,70170.0,3220.0,1728.0,720.0,0.0,4554.0,183056.0,213034.0
422529.0,160354.0,7180.0,5066.0,14115.0,147498.0,1985.0,7620.0,11280.0,1400.0,10752.0,367250.0,55279.0
227454.0,103936.0,12360.0,1855.0,2850.0,20628.0,4945.0,4110.0,2280.0,2000.0,5508.0,160472.0,66982.0
435353.0,182142.0,11000.0,520.0,11850.0,174462.0,23130.0,11616.0,14400.0,8280.0,13992.0,451392.0,-16039.0
630830.0,189279.0,19450.0,572.0,8450.0,102000.0,3210.0,38166.0,3420.0,37800.0,49998.0,452345.0,178485.0
181004.0,117086.0,10090.0,1159.0,1940.0,33210.0,830.0,5166.0,1200.0,2420.0,5766.0,178867.0,2137.0
1436937.0,226473.0,25450.0,8015.0,25100.0,197238.0,12240.0,38142.0,26388.0,28800.0,118428.0,706274.0,730663.0
908366.0,169885.0,39498.0,7068.0,14630.0,117708.0,88710.0,28560.0,9600.0,0.0,34590.0,510249.0,398117.0
146845.0,99178.0,0.0,0.0,2260.0,81570.0,2500.0,1860.0,1620.0,0.0,5778.0,194766.0,-47921.0
101120.0,98602.0,10960.0,5401.0,3115.0,20466.0,1362.0,2448.0,1200.0,800.0,4416.0,148770.0,-47650.0
223260.0,143747.0,9785.0,4784.0,1935.0,43086.0,142.0,5376.0,1860.0,1050.0,6378.0,218143.0,5117.0
65392.0,95598.0,6900.0,456.0,505.0,17190.0,10.0,1500.0,0.0,1750.0,2664.0,126573.0,-61181.0
130837.0,87360.0,12660.0,0.0,815.0,15204.0,5371.0,1680.0,1020.0,1016.0,11160.0,136286.0,-5449.0
137770.0,111962.0,8260.0,4738.0,625.0,36804.0,22.0,3984.0,1140.0,6750.0,2748.0,177033.0,-39263.0
189649.0,102715.0,8550.0,520.0,4135.0,62598.0,5155.0,12798.0,2340.0,9930.0,7926.0,216667.0,-27018.0
