Total_Income,Total_Food_Expenditure,Restaurant_and_hotels_Expenditure,Alcoholic_Beverages_and_Tobacco_Expenditure,Clothing_Footwear_and_Other_Wear_Expenditure,House_Rent__Water_and_Electricity_Expenditure,Medical_Care_Expenditure,Transportation_Expenditure,Communication_Expenditure,Education_Expenditure,Miscellaneous_Goods_and_Services_Expenditure,Total_Expenses,Savings
121028.0,56067.0,660.0,0.0,1364.0,87084.0,9620.0,4224.0,1272.0,0.0,5868.0,166159.0,-45131.0
289275.0,172514.0,6840.0,2522.0,2985.0,66780.0,230.0,8184.0,1470.0,1050.0,7002.0,269577.0,19698.0
195000.0,138377.0,26780.0,7513.0,7263.0,48414.0,2018.0,8388.0,2892.0,1311.0,10752.0,253708.0,-58708.0
774650.0,198661.0,4550.0,2409.0,1550.0,170538.0,94075.0,3978.0,8982.0,1800.0,8784.0,495327.0,279323.0
163205.0,42258.0,1290.0,35.0,1400.0,65478.0,3110.0,2640.0,522.0,0.0,4368.0,121101.0,42104.0
203470.0,132517.0,10900.0,5680.0,1812.0,72312.0,960.0,16284.0,5400.0,2730.0,10542.0,259137.0,-55667.0
435433.0,142237.0,17500.0,0.0,7580.0,86010.0,909.0,4716.0,636.0,3440.0,9978.0,273006.0,162427.0
391184.0,208783.0,20950.0,0.0,12725.0,89118.0,1300.0,19014.0,25800.0,28150.0,24534.0,430374.0,-39190.0
133012.0,36739.0,150.0,1401.0,1980.0,44640.0,2910.0,2310.0,0.0,0.0,2490.0,92620.0,40392.0
310045.0,183345.0,10800.0,3835.0,1790.0,64890.0,1940.0,4428.0,6078.0,34200.0,5604.0,316910.0,-6865.0
324622.0,130879.0,22100.0,0.0,2360.0,83718.0,276.0,8826.0,3900.0,41180.0,9660.0,302899.0,21723.0
973050.0,275654.0,48800.0,7725.0,4450.0,312678.0,90000.0,78492.0,15000.0,65370.0,23262.0,921431.0,51619.0
1264414.0,380281.0,37800.0,1754.0,145641.0,296082.0,10447.0,24240.0,23352.0,24145.0,32400.0,976142.0,288272.0
277260.0,162649.0,8320.0,1840.0,900.0,58890.0,540.0,11532.0,4440.0,0.0,8706.0,257817.0,19443.0
1500462.0,176045.0,38000.0,445.0,2568.0,441930.0,31335.0,12186.0,20400.0,46500.0,18264.0,787673.0,712789.0
191326.0,135180.0,4220.0,1224.0,4050.0,46932.0,3220.0,3360.0,1860.0,2235.0,13530.0,215811.0,-24485.0
332532.0,178580.0,14100.0,591.0,1370.0,83550.0,2604.0,16704.0,16194.0,26000.0,18696.0,358389.0,-25857.0
219685.0,159287.0,12480.0,270.0,1570.0,69150.0,100.0,0.0,10800.0,22200.0,10026.0,285883.0,-66198.0
658910.0,90997.0,0.0,600.0,950.0,66930.0,850.0,7800.0,0.0,0.0,6726.0,174853.0,484057.0
1146321.0,229596.0,39200.0,485.0,3487.0,204558.0,600.0,27822.0,22314.0,26000.0,33396.0,587458.0,558863.0
247328.0,229485.0,63350.0,4259.0,2135.0,72624.0,490.0,1530.0,3420.0,550.0,9474.0,387317.0,-139989.0
413425.0,102418.0,8450.0,10686.0,920.0,62502.0,0.0,1374.0,4680.0,2550.0,7914.0,201494.0,211931.0
331531.0,684294.0,23400.0,2378.0,1260.0,56178.0,370.0,2064.0,6900.0,1190.0,15306.0,793340.0,-461809.0
288391.0,142178.0,28600.0,2511.0,15680.0,52158.0,12730.0,23610.0,2160.0,32270.0,6066.0,317963.0,-29572.0
221840.0,171494.0,15400.0,0.0,10895.0,16980.0,295.0,12768.0,3600.0,70210.0,5484.0,307126.0,-85286.0
770585.0,85328.0,6900.0,1493.0,25925.0,157800.0,50.0,25338.0,2100.0,72000.0,3378.0,380312.0,390273.0
101928.0,69501.0,0.0,0.0,825.0,13710.0,62.0,0.0,0.0,0.0,1224.0,85322.0,16606.0
233345.0,141326.0,3100.0,5638.0,7730.0,41982.0,1570.0,10320.0,2520.0,3320.0,8436.0,225942.0,7403.0
131357.0,83372.0,0.0,830.0,1145.0,42246.0,14100.0,720.0,0.0,0.0,1098.0,143511.0,-12154.0
713166.0,201957.0,22340.0,600.0,17560.0,75108.0,6300.0,52998.0,7200.0,2180.0,23856.0,410099.0,303067.0
853578.0,91489.0,3000.0,0.0,5380.0,378162.0,21720.0,9444.0,4200.0,0.0,21948.0,535343.0,318235.0
99873.0,74445.0,0.0,0.0,2630.0,59148.0,300.0,8640.0,0.0,140.0,3606.0,148909.0,-49036.0
490505.0,138916.0,10200.0,0.0,3340.0,84180.0,3305.0,24594.0,4080.0,0.0,23580.0,292195.0,198310.0
397759.0,101121.0,1000.0,200.0,10961.0,144642.0,0.0,13104.0,3000.0,580.0,3558.0,278166.0,119593.0
339943.0,125618.0,19600.0,0.0,17505.0,151200.0,1410.0,36864.0,2100.0,21220.0,4392.0,379909.0,-39966.0
1122155.0,185623.0,15560.0,0.0,32425.0,152244.0,0.0,39498.0,4800.0,820.0,49008.0,479978.0,642177.0
347027.0,163976.0,1810.0,2232.0,52220.0,67536.0,45100.0,21000.0,3900.0,0.0,13302.0,371076.0,-24049.0
632250.0,190844.0,42170.0,0.0,11760.0,69372.0,80900.0,19680.0,7920.0,21795.0,7110.0,451551.0,180699.0
302468.0,79417.0,1880.0,0.0,4275.0,15132.0,0.0,9630.0,1380.0,0.0,2928.0,114642.0,187826.0
179305.0,165015.0,2300.0,1890.0,12300.0,22698.0,380.0,8520.0,5040.0,4195.0,9840.0,232178.0,-52873.0
151605.0,88992.0,1600.0,120.0,3960.0,21480.0,22155.0,15768.0,1920.0,0.0,4308.0,160303.0,-8698.0
420333.0,194169.0,0.0,17818.0,10799.0,158802.0,787.0,3180.0,2880.0,550.0,7734.0,396719.0,23614.0
375862.0,174350.0,47500.0,540.0,15774.0,82416.0,1330.0,17760.0,3960.0,38414.0,9468.0,391512.0,-15650.0
430770.0,208368.0,17500.0,1170.0,14705.0,111540.0,6650.0,35460.0,3528.0,6600.0,6780.0,412301.0,18469.0
64206.0,50169.0,0.0,900.0,1435.0,12780.0,3217.0,1800.0,0.0,0.0,654.0,70955.0,-6749.0
263998.0,106951.0,4200.0,1585.0,11130.0,37872.0,0.0,22170.0,1500.0,580.0,2856.0,188844.0,75154.0
199174.0,116523.0,3900.0,1470.0,13224.0,55416.0,1255.0,2580.0,3420.0,0.0,2970.0,200758.0,-1584.0
333850.0,132004.0,11500.0,11603.0,23169.0,46092.0,460.0,11676.0,6660.0,2260.0,8526.0,253950.0,79900.0
118948.0,104526.0,3500.0,0.0,5240.0,26154.0,240.0,11100.0,2520.0,900.0,3372.0,157552.0,-38604.0
360362.0,133428.0,2740.0,0.0,27380.0,51318.0,6042.0,41760.0,3540.0,5500.0,10038.0,281746.0,78616.0
200893.0,190713.0,340.0,0.0,1475.0,62640.0,20793.0,816.0,1500.0,38950.0,6762.0,323989.0,-123096.0
308855.0,136620.0,4660.0,145.0,5220.0,132900.0,2550.0,7440.0,7200.0,0.0,13926.0,310661.0,-1806.0
476035.0,173217.0,1000.0,0.0,4350.0,192600.0,4918.0,25476.0,2520.0,27300.0,5718.0,437099.0,38936.0
127545.0,113481.0,1540.0,0.0,1970.0,65358.0,1604.0,3312.0,1260.0,970.0,1986.0,191481.0,-63936.0
619638.0,171478.0,1000.0,7670.0,2380.0,36060.0,3289.0,8916.0,1134.0,0.0,3288.0,235215.0,384423.0
108130.0,90503.0,4000.0,0.0,2400.0,48480.0,3190.0,10080.0,912.0,0.0,2538.0,162103.0,-53973.0
560209.0,95767.0,1000.0,0.0,4480.0,130050.0,15534.0,11454.0,1602.0,0.0,40524.0,300411.0,259798.0
203991.0,108261.0,9525.0,0.0,6055.0,54090.0,1770.0,14490.0,4470.0,57650.0,3552.0,259863.0,-55872.0
90210.0,129380.0,2200.0,3432.0,3740.0,16062.0,4310.0,12444.0,2100.0,1275.0,4218.0,179161.0,-88951.0
398225.0,132302.0,600.0,1785.0,2700.0,81780.0,2620.0,51018.0,1548.0,22265.0,13008.0,309626.0,88599.0
883407.0,155181.0,2100.0,7393.0,1700.0,127530.0,4690.0,159432.0,3582.0,0.0,4014.0,465622.0,417785.0
147955.0,97811.0,18800.0,45.0,935.0,73620.0,250.0,1032.0,516.0,0.0,2586.0,195595.0,-47640.0
589845.0,180776.0,1400.0,45.0,4225.0,205200.0,93040.0,59292.0,1560.0,7566.0,6840.0,559944.0,29901.0
95490.0,88225.0,400.0,0.0,600.0,15822.0,300.0,2016.0,1380.0,1440.0,2148.0,112331.0,-16841.0
335445.0,123548.0,25350.0,225.0,17094.0,95520.0,9050.0,8640.0,3300.0,16150.0,23814.0,322691.0,12754.0
174060.0,174387.0,11960.0,270.0,9340.0,96210.0,5810.0,1758.0,3840.0,600.0,8634.0,312809.0,-138749.0
136080.0,83186.0,3720.0,0.0,13950.0,47700.0,0.0,4200.0,1800.0,0.0,7770.0,162326.0,-26246.0
214247.0,97592.0,8200.0,1080.0,11860.0,55530.0,5800.0,5544.0,1500.0,2200.0,6432.0,195738.0,18509.0
518965.0,237293.0,32450.0,7572.0,15530.0,125400.0,11200.0,6120.0,6498.0,10100.0,9996.0,462159.0,56806.0
304440.0,144742.0,19990.0,2340.0,17005.0,69318.0,33275.0,9924.0,4656.0,0.0,6978.0,308228.0,-3788.0
110572.0,130485.0,6580.0,1248.0,5275.0,92166.0,3879.0,1122.0,990.0,1310.0,9396.0,252451.0,-141879.0
273796.0,98330.0,11790.0,3852.0,9600.0,73698.0,331.0,642.0,1032.0,0.0,3066.0,202341.0,71455.0
98803.0,52997.0,3750.0,1130.0,3060.0,63156.0,30.0,0.0,198.0,0.0,1554.0,125875.0,-27072.0
191940.0,136385.0,30320.0,7050.0,18210.0,105660.0,0.0,8880.0,0.0,0.0,2244.0,308749.0,-116809.0
117286.0,125997.0,13830.0,630.0,3732.0,61614.0,100.0,1800.0,1134.0,569.0,7356.0,216762.0,-99476.0
145694.0,108121.0,15940.0,0.0,8605.0,116880.0,19110.0,2388.0,2040.0,250.0,6138.0,279472.0,-133778.0
501669.0,213105.0,28360.0,3984.0,37850.0,97134.0,14210.0,4020.0,3600.0,960.0,17484.0,420707.0,80962.0
272425.0,132369.0,31950.0,510.0,31313.0,40398.0,1270.0,5442.0,1860.0,24160.0,7926.0,277198.0,-4773.0
576577.0,141934.0,3000.0,1120.0,8308.0,112980.0,59624.0,4548.0,4320.0,17000.0,35784.0,388618.0,187959.0
441815.0,191332.0,26400.0,6583.0,7645.0,111720.0,1800.0,9360.0,4800.0,0.0,19350.0,378990.0,62825.0
111020.0,86093.0,7210.0,3100.0,6290.0,45840.0,50.0,1518.0,438.0,595.0,2592.0,153726.0,-42706.0
323170.0,86002.0,2700.0,0.0,6415.0,89310.0,11688.0,9600.0,1332.0,0.0,16692.0,223739.0,99431.0
374062.0,86279.0,60.0,600.0,2180.0,103260.0,89180.0,11244.0,0.0,0.0,18732.0,311535.0,62527.0
94718.0,42380.0,660.0,1890.0,3870.0,81666.0,600.0,7080.0,0.0,0.0,1710.0,139856.0,-45138.0
339725.0,72615.0,1270.0,0.0,300.0,31320.0,481.0,900.0,1296.0,0.0,3324.0,111506.0,228219.0
422150.0,69434.0,2480.0,312.0,2470.0,50220.0,60.0,1800.0,2124.0,0.0,3768.0,132668.0,289482.0
334285.0,102316.0,5100.0,0.0,1920.0,22260.0,225.0,900.0,1332.0,770.0,8430.0,143253.0,191032.0
122860.0,79015.0,1590.0,0.0,1980.0,18450.0,230.0,2340.0,2364.0,0.0,2868.0,108837.0,14023.0
383610.0,107686.0,2655.0,9020.0,1280.0,26718.0,1000.0,1620.0,1800.0,0.0,2166.0,153945.0,229665.0
489010.0,132022.0,54640.0,0.0,2640.0,50910.0,30073.0,88800.0,6594.0,122000.0,11034.0,498713.0,-9703.0
385360.0,82455.0,4325.0,138.0,1385.0,17370.0,280.0,3660.0,2280.0,470.0,8298.0,120661.0,264699.0
331810.0,117551.0,3080.0,0.0,2840.0,21240.0,330.0,2880.0,1644.0,800.0,7290.0,157655.0,174155.0
494465.0,123353.0,5175.0,3525.0,5490.0,23730.0,0.0,30600.0,3594.0,75000.0,3648.0,274115.0,220350.0
223290.0,67383.0,1230.0,1250.0,1650.0,15150.0,0.0,720.0,0.0,0.0,2598.0,89981.0,133309.0
498645.0,106597.0,9120.0,0.0,24680.0,67020.0,0.0,45000.0,4500.0,0.0,11340.0,268257.0,230388.0
314170.0,82518.0,2260.0,585.0,12080.0,50580.0,7045.0,2400.0,1800.0,0.0,2310.0,161578.0,152592.0
135100.0,30752.0,1800.0,1086.0,2784.0,22434.0,150.0,1200.0,0.0,0.0,960.0,61166.0,73934.0
399035.0,117781.0,7370.0,3620.0,11485.0,58200.0,0.0,35760.0,6540.0,47430.0,6486.0,294672.0,104363.0
397800.0,104669.0,4820.0,0.0,3000.0,18540.0,150.0,1200.0,1104.0,3754.0,4182.0,141419.0,256381.0
427210.0,123805.0,8390.0,2130.0,1875.0,22500.0,210.0,1080.0,990.0,2084.0,4056.0,167120.0,260090.0
234155.0,217602.0,9100.0,3311.0,6690.0,28572.0,0.0,3696.0,2520.0,9600.0,20670.0,301761.0,-67606.0
223359.0,159981.0,0.0,270.0,6406.0,24678.0,240.0,1704.0,540.0,6550.0,17244.0,217613.0,5746.0
217092.0,180953.0,0.0,723.0,2740.0,13842.0,14300.0,7620.0,3480.0,0.0,14682.0,238340.0,-21248.0
456440.0,182339.0,2400.0,7978.0,4500.0,27858.0,36980.0,6000.0,8754.0,0.0,20586.0,297395.0,159045.0
518296.0,188043.0,26800.0,7245.0,8130.0,81600.0,31285.0,36480.0,7800.0,200.0,23658.0,411241.0,107055.0
74473.0,29507.0,0.0,0.0,510.0,41208.0,3200.0,2424.0,480.0,0.0,3570.0,80899.0,-6426.0
467425.0,159978.0,2500.0,540.0,4585.0,70374.0,72070.0,15774.0,1800.0,11680.0,5916.0,345217.0,122208.0
341755.0,169682.0,12300.0,16480.0,3495.0,30960.0,35.0,3750.0,3852.0,0.0,12144.0,252698.0,89057.0
348871.0,87347.0,5000.0,1041.0,9280.0,25332.0,160.0,4008.0,780.0,0.0,3828.0,136776.0,212095.0
278139.0,79687.0,7500.0,0.0,2510.0,39258.0,7794.0,8784.0,2004.0,36800.0,9012.0,193349.0,84790.0
286255.0,172420.0,3360.0,534.0,6030.0,31500.0,2547.0,10008.0,2400.0,900.0,13158.0,242857.0,43398.0
177740.0,107263.0,1430.0,1335.0,1460.0,51126.0,375.0,4704.0,900.0,730.0,7260.0,176583.0,1157.0
232160.0,133855.0,0.0,175.0,180.0,45000.0,100.0,2304.0,1656.0,0.0,7542.0,190812.0,41348.0
201800.0,145126.0,10800.0,3223.0,2784.0,53478.0,2458.0,3822.0,4800.0,770.0,13602.0,240863.0,-39063.0
176900.0,112858.0,25900.0,0.0,1059.0,40770.0,2136.0,5142.0,2592.0,45000.0,9738.0,245195.0,-68295.0
432890.0,153314.0,38600.0,3064.0,1719.0,116520.0,7122.0,12702.0,6120.0,27900.0,6426.0,373487.0,59403.0
231560.0,101804.0,11145.0,494.0,6610.0,60678.0,1614.0,7392.0,1992.0,36700.0,4848.0,233277.0,-1717.0
302480.0,189077.0,25100.0,13756.0,8165.0,102000.0,140.0,18720.0,2940.0,0.0,13794.0,373692.0,-71212.0
196802.0,131817.0,15900.0,7806.0,5550.0,127980.0,0.0,12726.0,7800.0,650.0,7344.0,317573.0,-120771.0
284170.0,155832.0,7800.0,1025.0,6187.0,99702.0,4004.0,10338.0,5208.0,1125.0,12282.0,303503.0,-19333.0
154966.0,157725.0,6280.0,0.0,930.0,54288.0,3526.0,6402.0,3072.0,820.0,14148.0,247191.0,-92225.0
623295.0,193435.0,48670.0,28456.0,3500.0,98202.0,8487.0,33240.0,19800.0,0.0,34080.0,467870.0,155425.0
372767.0,211519.0,6300.0,5299.0,8560.0,97920.0,15787.0,10920.0,4092.0,0.0,10296.0,370693.0,2074.0
584484.0,239013.0,9500.0,1810.0,3009.0,102600.0,71615.0,14904.0,5400.0,17260.0,17664.0,482775.0,101709.0
550620.0,257355.0,13552.0,2714.0,13330.0,140340.0,0.0,18048.0,6360.0,27700.0,22758.0,502157.0,48463.0
444240.0,235558.0,14020.0,9946.0,6889.0,80532.0,1198.0,20700.0,13752.0,1500.0,18762.0,402857.0,41383.0
52778.0,49115.0,300.0,0.0,2784.0,30780.0,134.0,384.0,0.0,0.0,1086.0,84583.0,-31805.0
282535.0,214612.0,12630.0,9732.0,250.0,39456.0,32340.0,10206.0,1680.0,6480.0,11238.0,338624.0,-56089.0
212530.0,140009.0,5200.0,1920.0,2784.0,43818.0,1286.0,4392.0,3300.0,0.0,3558.0,206267.0,6263.0
644833.0,288678.0,35050.0,6340.0,21810.0,137430.0,2070.0,22050.0,15840.0,2080.0,26262.0,557610.0,87223.0
244375.0,146463.0,9620.0,5485.0,2784.0,64908.0,0.0,9504.0,2880.0,3500.0,4848.0,249992.0,-5617.0
351850.0,155904.0,6450.0,2540.0,5350.0,109980.0,2413.0,13038.0,3348.0,9930.0,4530.0,313483.0,38367.0
494660.0,225911.0,6500.0,2430.0,2000.0,173754.0,0.0,12960.0,6624.0,12696.0,17256.0,460131.0,34529.0
1144420.0,180131.0,47665.0,1280.0,18309.0,215532.0,2218.0,25302.0,7500.0,39700.0,32028.0,569665.0,574755.0
160410.0,103872.0,0.0,780.0,1000.0,41100.0,0.0,2676.0,630.0,600.0,3450.0,154108.0,6302.0
462450.0,174271.0,6500.0,12160.0,1400.0,165300.0,0.0,3840.0,6048.0,2180.0,13506.0,385205.0,77245.0
202640.0,122763.0,6750.0,540.0,2250.0,132840.0,90.0,4248.0,2556.0,24700.0,12726.0,309463.0,-106823.0
818000.0,177056.0,16000.0,0.0,16790.0,246990.0,2100.0,9720.0,27000.0,21360.0,19026.0,536042.0,281958.0
99203.0,78338.0,0.0,0.0,600.0,64218.0,2400.0,1536.0,1344.0,0.0,2748.0,151184.0,-51981.0
120110.0,61448.0,0.0,5065.0,2784.0,45120.0,30.0,864.0,720.0,0.0,1296.0,117327.0,2783.0
318000.0,162509.0,9600.0,810.0,2000.0,109752.0,6960.0,30948.0,6960.0,600.0,17262.0,347401.0,-29401.0
125140.0,82217.0,0.0,6885.0,350.0,80862.0,992.0,1200.0,780.0,0.0,4218.0,177504.0,-52364.0
274800.0,90335.0,18000.0,810.0,960.0,69540.0,12485.0,3408.0,2160.0,21250.0,6426.0,225374.0,49426.0
308300.0,157150.0,3000.0,0.0,3020.0,86580.0,14365.0,1872.0,3360.0,570.0,8070.0,277987.0,30313.0
562200.0,166184.0,41520.0,2200.0,270.0,75300.0,100.0,8220.0,5160.0,95200.0,17358.0,411512.0,150688.0
140920.0,103064.0,1560.0,0.0,2784.0,27300.0,0.0,600.0,600.0,1195.0,4158.0,141261.0,-341.0
171660.0,84892.0,720.0,0.0,580.0,52230.0,500.0,3504.0,240.0,0.0,4638.0,147304.0,24356.0
494020.0,232280.0,25900.0,13190.0,2810.0,56274.0,240.0,8820.0,3108.0,23740.0,14148.0,380510.0,113510.0
253625.0,167127.0,49925.0,2370.0,600.0,37740.0,5024.0,5400.0,1500.0,10770.0,7404.0,287860.0,-34235.0
483440.0,139303.0,10840.0,9730.0,3570.0,107790.0,405.0,4800.0,2160.0,71525.0,7170.0,357293.0,126147.0
150062.0,98306.0,3700.0,2220.0,1860.0,46560.0,30.0,13800.0,1560.0,0.0,4866.0,172902.0,-22840.0
366922.0,138727.0,11850.0,270.0,4035.0,105930.0,435.0,3480.0,3300.0,1600.0,20496.0,290123.0,76799.0
605482.0,120127.0,4450.0,4053.0,3195.0,112140.0,118439.0,22404.0,4800.0,660.0,11256.0,401524.0,203958.0
668475.0,286841.0,44345.0,9998.0,5130.0,49152.0,7318.0,1320.0,2160.0,32105.0,30036.0,468405.0,200070.0
72188.0,45637.0,3970.0,480.0,415.0,31530.0,0.0,600.0,0.0,0.0,840.0,83472.0,-11284.0
49538.0,40725.0,1000.0,0.0,120.0,49734.0,708.0,0.0,0.0,0.0,1200.0,93487.0,-43949.0
419300.0,248530.0,35700.0,3320.0,1645.0,67860.0,4200.0,3240.0,1068.0,24500.0,8526.0,398589.0,20711.0
117295.0,78828.0,7750.0,870.0,2784.0,44706.0,0.0,2040.0,456.0,6000.0,2568.0,146002.0,-28707.0
241055.0,114977.0,23800.0,5575.0,570.0,50016.0,18555.0,4140.0,2160.0,920.0,6210.0,226923.0,14132.0
352357.0,176255.0,7300.0,240.0,610.0,191340.0,2463.0,17952.0,5184.0,20365.0,22908.0,444617.0,-92260.0
127610.0,75622.0,18480.0,1165.0,2784.0,47166.0,150.0,1656.0,294.0,0.0,2034.0,149351.0,-21741.0
438639.0,194144.0,36780.0,130.0,4110.0,44658.0,5712.0,13332.0,4440.0,9038.0,24384.0,336728.0,101911.0
224060.0,174931.0,28610.0,1746.0,1375.0,56790.0,9159.0,7680.0,588.0,1200.0,4932.0,287011.0,-62951.0
327769.0,213315.0,11400.0,1780.0,2625.0,89622.0,4705.0,9918.0,3780.0,1425.0,10362.0,348932.0,-21163.0
241942.0,197075.0,31279.0,8485.0,3640.0,51480.0,9372.0,4902.0,1818.0,23430.0,8436.0,339917.0,-97975.0
171505.0,89018.0,2840.0,750.0,950.0,54840.0,4085.0,1800.0,1080.0,0.0,5910.0,161273.0,10232.0
235844.0,169705.0,6660.0,3085.0,2390.0,77730.0,3996.0,3600.0,2040.0,24250.0,6666.0,300122.0,-64278.0
808565.0,191277.0,8580.0,2002.0,2080.0,261618.0,33790.0,32304.0,2100.0,0.0,23736.0,557487.0,251078.0
394740.0,139343.0,14050.0,5675.0,2900.0,39774.0,900.0,14100.0,10440.0,0.0,40158.0,267340.0,127400.0
83715.0,92129.0,500.0,6051.0,1115.0,14940.0,450.0,1080.0,1104.0,225.0,4740.0,122334.0,-38619.0
480778.0,155965.0,6200.0,0.0,3710.0,337830.0,56995.0,39228.0,1800.0,0.0,14250.0,615978.0,-135200.0
128890.0,101575.0,1530.0,270.0,3495.0,62718.0,3800.0,8040.0,960.0,1000.0,6348.0,189736.0,-60846.0
122493.0,147093.0,1000.0,2060.0,2784.0,21150.0,610.0,480.0,396.0,480.0,2370.0,178423.0,-55930.0
145258.0,90591.0,1000.0,0.0,360.0,48360.0,4270.0,2160.0,252.0,0.0,1386.0,148379.0,-3121.0
448513.0,178012.0,12120.0,240.0,2150.0,53472.0,58440.0,9018.0,4320.0,0.0,11772.0,329544.0,118969.0
141784.0,57056.0,765.0,1650.0,1500.0,66726.0,3600.0,3360.0,792.0,0.0,1296.0,136745.0,5039.0
264680.0,200823.0,5900.0,5935.0,655.0,22440.0,0.0,2040.0,720.0,2580.0,10008.0,251101.0,13579.0
250579.0,125518.0,1860.0,2600.0,11990.0,126324.0,4895.0,4320.0,180.0,130.0,5952.0,283769.0,-33190.0
242285.0,155947.0,3750.0,1350.0,2871.0,66078.0,1020.0,2400.0,3516.0,2590.0,7452.0,246974.0,-4689.0
234860.0,183212.0,9100.0,650.0,6105.0,46656.0,25.0,3120.0,1920.0,3950.0,6252.0,260990.0,-26130.0
1093465.0,189142.0,23000.0,2580.0,18000.0,442620.0,9250.0,34650.0,810.0,13500.0,5748.0,739300.0,354165.0
1606325.0,198954.0,15200.0,4020.0,16389.0,31110.0,1194.0,2124.0,2520.0,4800.0,13650.0,289961.0,1316364.0
468750.0,149727.0,6900.0,16830.0,8780.0,95910.0,13734.0,29340.0,2100.0,1120.0,5328.0,329769.0,138981.0
881731.0,260348.0,13500.0,21405.0,32645.0,72900.0,8628.0,15360.0,3480.0,1500.0,13254.0,443020.0,438711.0
463255.0,122361.0,1700.0,650.0,5650.0,71100.0,740.0,13962.0,480.0,0.0,2400.0,219043.0,244212.0
1904402.0,193481.0,10920.0,0.0,35808.0,167628.0,4195.0,38244.0,2700.0,17250.0,7524.0,477750.0,1426652.0
301949.0,135663.0,650.0,0.0,6970.0,37548.0,6300.0,21120.0,1380.0,0.0,6408.0,216039.0,85910.0
420640.0,184995.0,11700.0,2930.0,15000.0,51600.0,43580.0,6600.0,4176.0,400.0,8346.0,329327.0,91313.0
397740.0,172217.0,50670.0,0.0,14615.0,96942.0,15780.0,25680.0,6060.0,0.0,32526.0,414490.0,-16750.0
242010.0,179623.0,9200.0,2970.0,7650.0,28620.0,405.0,3900.0,5160.0,0.0,6618.0,244146.0,-2136.0
235860.0,118757.0,17560.0,650.0,700.0,31080.0,150.0,6852.0,1260.0,18400.0,6468.0,201877.0,33983.0
197038.0,155328.0,13345.0,9390.0,8200.0,28950.0,920.0,13590.0,1962.0,2040.0,12090.0,245815.0,-48777.0
129055.0,108900.0,1180.0,2288.0,1110.0,27000.0,300.0,4836.0,216.0,260.0,2214.0,148304.0,-19249.0
275235.0,110254.0,5150.0,15365.0,11534.0,52062.0,6347.0,3240.0,3330.0,0.0,14436.0,221718.0,53517.0
573950.0,153201.0,40720.0,6843.0,13710.0,110934.0,11350.0,12168.0,4170.0,28800.0,22722.0,404618.0,169332.0
993940.0,199929.0,8000.0,4200.0,10575.0,135828.0,7380.0,67344.0,5700.0,0.0,48570.0,487526.0,506414.0
145660.0,92523.0,1200.0,315.0,2830.0,30840.0,1626.0,5040.0,930.0,0.0,7500.0,142804.0,2856.0
333766.0,126901.0,8825.0,0.0,10187.0,223710.0,3480.0,11898.0,2100.0,600.0,17628.0,405329.0,-71563.0
376390.0,91470.0,1100.0,17590.0,2784.0,31986.0,242400.0,4860.0,2430.0,0.0,4452.0,399072.0,-22682.0
266941.0,156659.0,30005.0,0.0,9830.0,43380.0,4856.0,23802.0,3858.0,32837.0,14646.0,319873.0,-52932.0
170130.0,97795.0,4000.0,650.0,3025.0,23316.0,196.0,5952.0,2430.0,1800.0,2256.0,141420.0,28710.0
2021335.0,239828.0,8300.0,0.0,2186.0,376008.0,4938.0,23670.0,27534.0,56000.0,10722.0,749186.0,1272149.0
810856.0,191785.0,28355.0,0.0,1970.0,128424.0,9231.0,7278.0,4680.0,33000.0,17700.0,422423.0,388433.0
1911530.0,560746.0,61400.0,0.0,30070.0,431256.0,51392.0,273786.0,37560.0,234300.0,86250.0,1766760.0,144770.0
390480.0,333728.0,13000.0,0.0,6485.0,101820.0,15835.0,30606.0,5580.0,280.0,18342.0,525676.0,-135196.0
341098.0,144249.0,14040.0,0.0,4720.0,79254.0,1000.0,9270.0,6840.0,47915.0,15462.0,322750.0,18348.0
1955859.0,377257.0,84200.0,0.0,23378.0,303876.0,73875.0,59136.0,29994.0,20500.0,134568.0,1106784.0,849075.0
389116.0,102068.0,13825.0,0.0,1100.0,140946.0,47543.0,4398.0,2340.0,22800.0,6276.0,341296.0,47820.0
275523.0,181385.0,1450.0,1845.0,2980.0,60408.0,930.0,6558.0,1392.0,580.0,6036.0,263564.0,11959.0
523752.0,183213.0,13400.0,0.0,675.0,296280.0,82612.0,15846.0,4344.0,31000.0,9792.0,637162.0,-113410.0
252240.0,166629.0,8950.0,70.0,2655.0,125190.0,25214.0,15486.0,3540.0,16042.0,21786.0,385562.0,-133322.0
508721.0,231300.0,0.0,10230.0,12930.0,211422.0,8400.0,3708.0,3090.0,200.0,4710.0,485990.0,22731.0
137855.0,130894.0,7200.0,1629.0,2560.0,27906.0,1980.0,10962.0,972.0,2170.0,4254.0,190527.0,-52672.0
302770.0,134415.0,650.0,5430.0,4025.0,39000.0,200.0,7854.0,1242.0,17810.0,14268.0,224894.0,77876.0
433510.0,201789.0,10965.0,0.0,5950.0,87348.0,5464.0,36648.0,9618.0,20424.0,22662.0,400868.0,32642.0
724951.0,138611.0,2750.0,0.0,8165.0,197952.0,172950.0,4128.0,9894.0,0.0,37806.0,572256.0,152695.0
663764.0,154677.0,10500.0,0.0,1029.0,381012.0,18000.0,17676.0,7740.0,3300.0,22110.0,616044.0,47720.0
